participant,session,code,time,baseline,baseline type,ROI,power
16.0,1.0,m_16_01,2023-07-24 11:27:52,1,baseline_eo,"right central, occipital parietal",0.05812784869283625
16.0,1.0,m_16_01,2023-07-24 11:27:52,1,baseline_eo,left hemisphere,0.06769233461015499
16.0,1.0,m_16_01,2023-07-24 11:27:52,1,baseline_eo,right hemisphere,0.06574176989723454
16.0,1.0,m_16_01,2023-07-24 11:27:52,1,baseline_ec,"left central, occipital parietal",0.1772301045034818
16.0,1.0,m_16_01,2023-07-24 11:27:52,1,baseline_ec,"right central, occipital parietal",0.15686314747249241
16.0,1.0,m_16_01,2023-07-24 11:27:52,1,baseline_ec,left hemisphere,0.20614682866522296
16.0,1.0,m_16_01,2023-07-24 11:27:52,1,baseline_ec,right hemisphere,0.17855002958583785
16.0,2.0,m_16_02,2023-07-24 11:11:17,1,baseline_eo,"left central, occipital parietal",0.012466203720450927
16.0,2.0,m_16_02,2023-07-24 11:11:17,1,baseline_eo,"right central, occipital parietal",0.0173432900121081
16.0,2.0,m_16_02,2023-07-24 11:11:17,1,baseline_eo,left hemisphere,0.011648605353515246
16.0,2.0,m_16_02,2023-07-24 11:11:17,1,baseline_eo,right hemisphere,0.013899452031382407
16.0,2.0,m_16_02,2023-07-24 11:11:17,1,baseline_ec,"left central, occipital parietal",0.10963703438101333
16.0,2.0,m_16_02,2023-07-24 11:11:17,1,baseline_ec,"right central, occipital parietal",0.1972891680834446
16.0,2.0,m_16_02,2023-07-24 11:11:17,1,baseline_ec,left hemisphere,0.13524876638693203
16.0,2.0,m_16_02,2023-07-24 11:11:17,1,baseline_ec,right hemisphere,0.20684866968904542
17.0,1.0,m_17_01,2023-07-24 11:03:23,1,baseline_eo,"left central, occipital parietal",0.032717974438618465
17.0,1.0,m_17_01,2023-07-24 11:03:23,1,baseline_eo,"right central, occipital parietal",0.0294098805866641
17.0,1.0,m_17_01,2023-07-24 11:03:23,1,baseline_eo,left hemisphere,0.03634327779103542
17.0,1.0,m_17_01,2023-07-24 11:03:23,1,baseline_eo,right hemisphere,0.02416634744415359
17.0,1.0,m_17_01,2023-07-24 11:03:23,1,baseline_ec,"left central, occipital parietal",0.06506010608681265
17.0,1.0,m_17_01,2023-07-24 11:03:23,1,baseline_ec,"right central, occipital parietal",0.08601602063196961
17.0,1.0,m_17_01,2023-07-24 11:03:23,1,baseline_ec,left hemisphere,0.0702585339458906
17.0,1.0,m_17_01,2023-07-24 11:03:23,1,baseline_ec,right hemisphere,0.07551474858898814
17.0,2.0,m_17_02,2023-07-24 11:42:16,1,baseline_eo,"left central, occipital parietal",0.04481257483123648
17.0,2.0,m_17_02,2023-07-24 11:42:16,1,baseline_eo,"right central, occipital parietal",0.033123778107132976
17.0,2.0,m_17_02,2023-07-24 11:42:16,1,baseline_eo,left hemisphere,0.04894051151768598
17.0,2.0,m_17_02,2023-07-24 11:42:16,1,baseline_eo,right hemisphere,0.03254534541580602
17.0,2.0,m_17_02,2023-07-24 11:42:16,1,baseline_ec,"left central, occipital parietal",0.014896452927928341
17.0,2.0,m_17_02,2023-07-24 11:42:16,1,baseline_ec,"right central, occipital parietal",0.030349285270431653
17.0,2.0,m_17_02,2023-07-24 11:42:16,1,baseline_ec,left hemisphere,0.01976930443843668
17.0,2.0,m_17_02,2023-07-24 11:42:16,1,baseline_ec,right hemisphere,0.03743926939192754
18.0,2.0,m_18_02,2023-07-24 14:31:31,1,baseline_eo,"left central, occipital parietal",0.10624106674414616
18.0,2.0,m_18_02,2023-07-24 14:31:31,1,baseline_eo,"right central, occipital parietal",0.08814311826469505
18.0,2.0,m_18_02,2023-07-24 14:31:31,1,baseline_eo,left hemisphere,0.11409036350747219
18.0,2.0,m_18_02,2023-07-24 14:31:31,1,baseline_eo,right hemisphere,0.09948803205602665
18.0,2.0,m_18_02,2023-07-24 14:31:31,1,baseline_ec,"left central, occipital parietal",0.046885912395516635
18.0,2.0,m_18_02,2023-07-24 14:31:31,1,baseline_ec,"right central, occipital parietal",0.05134314960346072
18.0,2.0,m_18_02,2023-07-24 14:31:31,1,baseline_ec,left hemisphere,0.042339499034403774
18.0,2.0,m_18_02,2023-07-24 14:31:31,1,baseline_ec,right hemisphere,0.05299181897226535
18.0,1.0,m_18_01,2023-07-24 14:19:00,1,baseline_eo,"left central, occipital parietal",0.05728944316675921
18.0,1.0,m_18_01,2023-07-24 14:19:00,1,baseline_eo,"right central, occipital parietal",0.09781291893071893
18.0,1.0,m_18_01,2023-07-24 14:19:00,1,baseline_eo,left hemisphere,0.057674644811925406
18.0,1.0,m_18_01,2023-07-24 14:19:00,1,baseline_eo,right hemisphere,0.09138539214278893
18.0,1.0,m_18_01,2023-07-24 14:19:00,1,baseline_ec,"left central, occipital parietal",0.04652777968204906
18.0,1.0,m_18_01,2023-07-24 14:19:00,1,baseline_ec,"right central, occipital parietal",0.0505469185314857
18.0,1.0,m_18_01,2023-07-24 14:19:00,1,baseline_ec,left hemisphere,0.0468835032312106
18.0,1.0,m_18_01,2023-07-24 14:19:00,1,baseline_ec,right hemisphere,0.05201508843645967
19.0,2.0,m_19_02,2023-07-24 15:31:50,1,baseline_eo,"left central, occipital parietal",0.0454726316959502
19.0,2.0,m_19_02,2023-07-24 15:31:50,1,baseline_eo,"right central, occipital parietal",0.03406496255189495
19.0,2.0,m_19_02,2023-07-24 15:31:50,1,baseline_eo,left hemisphere,0.045545402288784405
19.0,2.0,m_19_02,2023-07-24 15:31:50,1,baseline_eo,right hemisphere,0.03393905006501065
19.0,2.0,m_19_02,2023-07-24 15:31:50,1,baseline_ec,"left central, occipital parietal",0.03224030184208088
19.0,2.0,m_19_02,2023-07-24 15:31:50,1,baseline_ec,"right central, occipital parietal",0.009887991362954696
19.0,2.0,m_19_02,2023-07-24 15:31:50,1,baseline_ec,left hemisphere,0.03031164049539733
19.0,2.0,m_19_02,2023-07-24 15:31:50,1,baseline_ec,right hemisphere,0.008283523040783513
19.0,1.0,m_19_01,2023-07-24 11:34:50,1,baseline_eo,"left central, occipital parietal",0.03518225174460754
19.0,1.0,m_19_01,2023-07-24 11:34:50,1,baseline_eo,"right central, occipital parietal",0.053423206152593085
19.0,1.0,m_19_01,2023-07-24 11:34:50,1,baseline_eo,left hemisphere,0.04175937250040028
19.0,1.0,m_19_01,2023-07-24 11:34:50,1,baseline_eo,right hemisphere,0.06749730946345348
19.0,1.0,m_19_01,2023-07-24 11:34:50,1,baseline_ec,"left central, occipital parietal",0.2865526000633175
19.0,1.0,m_19_01,2023-07-24 11:34:50,1,baseline_ec,"right central, occipital parietal",0.2721458130652558
19.0,1.0,m_19_01,2023-07-24 11:34:50,1,baseline_ec,left hemisphere,0.2868225532212759
19.0,1.0,m_19_01,2023-07-24 11:34:50,1,baseline_ec,right hemisphere,0.27162140457195794
20.0,1.0,m_20_01,2023-07-24 18:26:18,1,baseline_eo,"left central, occipital parietal",0.020614981758427228
20.0,1.0,m_20_01,2023-07-24 18:26:18,1,baseline_eo,"right central, occipital parietal",0.04568819641150947
20.0,1.0,m_20_01,2023-07-24 18:26:18,1,baseline_eo,left hemisphere,0.02170353729299797
20.0,1.0,m_20_01,2023-07-24 18:26:18,1,baseline_eo,right hemisphere,0.035854232987504404
20.0,1.0,m_20_01,2023-07-24 18:26:18,1,baseline_ec,"left central, occipital parietal",0.23875541655713223
20.0,1.0,m_20_01,2023-07-24 18:26:18,1,baseline_ec,"right central, occipital parietal",0.39203387233980486
20.0,1.0,m_20_01,2023-07-24 18:26:18,1,baseline_ec,left hemisphere,0.2566824395993556
20.0,1.0,m_20_01,2023-07-24 18:26:18,1,baseline_ec,right hemisphere,0.3934351973540702
20.0,2.0,m_20_02,2023-07-24 18:20:59,1,baseline_eo,"left central, occipital parietal",0.05472433958028626
20.0,2.0,m_20_02,2023-07-24 18:20:59,1,baseline_eo,"right central, occipital parietal",0.0683450281916024
20.0,2.0,m_20_02,2023-07-24 18:20:59,1,baseline_eo,left hemisphere,0.05564280124769102
20.0,2.0,m_20_02,2023-07-24 18:20:59,1,baseline_eo,right hemisphere,0.06848012111369493
20.0,2.0,m_20_02,2023-07-24 18:20:59,1,baseline_ec,"left central, occipital parietal",0.02578213335268465
20.0,2.0,m_20_02,2023-07-24 18:20:59,1,baseline_ec,"right central, occipital parietal",0.040675566949352614
20.0,2.0,m_20_02,2023-07-24 18:20:59,1,baseline_ec,left hemisphere,0.03009477139153205
20.0,2.0,m_20_02,2023-07-24 18:20:59,1,baseline_ec,right hemisphere,0.04360099259132489
