participant,session,code,time,baseline,baseline type,ROI,power
7.0,1.0,m_07_01,2023-07-24 14:38:45,1,baseline_ec,right hemisphere,0.09933864658659378
8.0,1.0,m_08_01,2023-07-24 15:05:50,1,baseline_eo,"left central, occipital parietal",0.027459337193254975
8.0,1.0,m_08_01,2023-07-24 15:05:50,1,baseline_eo,"right central, occipital parietal",0.025155541913737228
8.0,1.0,m_08_01,2023-07-24 15:05:50,1,baseline_eo,left hemisphere,0.033333781803424535
8.0,1.0,m_08_01,2023-07-24 15:05:50,1,baseline_eo,right hemisphere,0.028952971684688578
8.0,1.0,m_08_01,2023-07-24 15:05:50,1,baseline_ec,"left central, occipital parietal",0.06129616664687547
8.0,1.0,m_08_01,2023-07-24 15:05:50,1,baseline_ec,"right central, occipital parietal",0.10507082609390372
8.0,1.0,m_08_01,2023-07-24 15:05:50,1,baseline_ec,left hemisphere,0.06569836842296181
8.0,1.0,m_08_01,2023-07-24 15:05:50,1,baseline_ec,right hemisphere,0.10448621617316865
8.0,2.0,m_08_02,2023-07-24 18:01:20,1,baseline_eo,"left central, occipital parietal",0.031955375003974995
8.0,2.0,m_08_02,2023-07-24 18:01:20,1,baseline_eo,"right central, occipital parietal",0.026604087068506255
8.0,2.0,m_08_02,2023-07-24 18:01:20,1,baseline_eo,left hemisphere,0.03666648894947373
8.0,2.0,m_08_02,2023-07-24 18:01:20,1,baseline_eo,right hemisphere,0.031065999086942384
8.0,2.0,m_08_02,2023-07-24 18:01:20,1,baseline_ec,"left central, occipital parietal",0.18737643762377593
8.0,2.0,m_08_02,2023-07-24 18:01:20,1,baseline_ec,"right central, occipital parietal",0.20514958757990964
8.0,2.0,m_08_02,2023-07-24 18:01:20,1,baseline_ec,left hemisphere,0.20972881835663756
8.0,2.0,m_08_02,2023-07-24 18:01:20,1,baseline_ec,right hemisphere,0.20747260353658595
9.0,1.0,m_09_01,2023-07-24 19:03:06,1,baseline_eo,"left central, occipital parietal",0.016920843597718897
9.0,1.0,m_09_01,2023-07-24 19:03:06,1,baseline_eo,"right central, occipital parietal",0.006766984212003747
9.0,1.0,m_09_01,2023-07-24 19:03:06,1,baseline_eo,left hemisphere,0.02006446082936174
9.0,1.0,m_09_01,2023-07-24 19:03:06,1,baseline_eo,right hemisphere,0.0068951376449661785
9.0,1.0,m_09_01,2023-07-24 19:03:06,1,baseline_ec,"left central, occipital parietal",0.04711289507024532
9.0,1.0,m_09_01,2023-07-24 19:03:06,1,baseline_ec,"right central, occipital parietal",0.06996217953709562
9.0,1.0,m_09_01,2023-07-24 19:03:06,1,baseline_ec,left hemisphere,0.04696470096355844
9.0,1.0,m_09_01,2023-07-24 19:03:06,1,baseline_ec,right hemisphere,0.07505910553831455
9.0,2.0,m_09_02,2023-07-24 18:17:16,1,baseline_eo,"left central, occipital parietal",0.037108319619836995
9.0,2.0,m_09_02,2023-07-24 18:17:16,1,baseline_eo,"right central, occipital parietal",0.032358757892655785
9.0,2.0,m_09_02,2023-07-24 18:17:16,1,baseline_eo,left hemisphere,0.03503008107606267
9.0,2.0,m_09_02,2023-07-24 18:17:16,1,baseline_eo,right hemisphere,0.030734706459526785
9.0,2.0,m_09_02,2023-07-24 18:17:16,1,baseline_ec,"left central, occipital parietal",0.23565562288294775
9.0,2.0,m_09_02,2023-07-24 18:17:16,1,baseline_ec,"right central, occipital parietal",0.16541206843183914
9.0,2.0,m_09_02,2023-07-24 18:17:16,1,baseline_ec,left hemisphere,0.2487325060056346
9.0,2.0,m_09_02,2023-07-24 18:17:16,1,baseline_ec,right hemisphere,0.19086806292044184
10.0,1.0,m_10_01,2023-07-24 12:03:17,1,baseline_eo,"left central, occipital parietal",0.047970850613832924
10.0,1.0,m_10_01,2023-07-24 12:03:17,1,baseline_eo,"right central, occipital parietal",0.06561169672722852
10.0,1.0,m_10_01,2023-07-24 12:03:17,1,baseline_eo,left hemisphere,0.05208202750968767
10.0,1.0,m_10_01,2023-07-24 12:03:17,1,baseline_eo,right hemisphere,0.06093148731398214
10.0,1.0,m_10_01,2023-07-24 12:03:17,1,baseline_ec,"left central, occipital parietal",0.03763074778980913
10.0,1.0,m_10_01,2023-07-24 12:03:17,1,baseline_ec,"right central, occipital parietal",0.029448174334090926
10.0,1.0,m_10_01,2023-07-24 12:03:17,1,baseline_ec,left hemisphere,0.03058494343795889
10.0,1.0,m_10_01,2023-07-24 12:03:17,1,baseline_ec,right hemisphere,0.020645288145106355
10.0,2.0,m_10_02,2023-07-24 14:58:38,1,baseline_eo,"left central, occipital parietal",0.010780592187587569
10.0,2.0,m_10_02,2023-07-24 14:58:38,1,baseline_eo,"right central, occipital parietal",0.027977277931126383
10.0,2.0,m_10_02,2023-07-24 14:58:38,1,baseline_eo,left hemisphere,0.013010616829452265
10.0,2.0,m_10_02,2023-07-24 14:58:38,1,baseline_eo,right hemisphere,0.020724666958659366
10.0,2.0,m_10_02,2023-07-24 14:58:38,1,baseline_ec,"left central, occipital parietal",0.04289574024698374
10.0,2.0,m_10_02,2023-07-24 14:58:38,1,baseline_ec,"right central, occipital parietal",0.061357823144294645
10.0,2.0,m_10_02,2023-07-24 14:58:38,1,baseline_ec,left hemisphere,0.039087458576588706
10.0,2.0,m_10_02,2023-07-24 14:58:38,1,baseline_ec,right hemisphere,0.06365066638217852
11.0,2.0,m_11_02,2023-07-24 14:58:28,1,baseline_eo,"left central, occipital parietal",0.048864571988297474
11.0,2.0,m_11_02,2023-07-24 14:58:28,1,baseline_eo,"right central, occipital parietal",0.03456007323764437
11.0,2.0,m_11_02,2023-07-24 14:58:28,1,baseline_eo,left hemisphere,0.04965413456844316
11.0,2.0,m_11_02,2023-07-24 14:58:28,1,baseline_eo,right hemisphere,0.03843880208720006
11.0,2.0,m_11_02,2023-07-24 14:58:28,1,baseline_ec,"left central, occipital parietal",0.058958960108511226
11.0,2.0,m_11_02,2023-07-24 14:58:28,1,baseline_ec,"right central, occipital parietal",0.04971102288336175
11.0,2.0,m_11_02,2023-07-24 14:58:28,1,baseline_ec,left hemisphere,0.056311355839754954
11.0,2.0,m_11_02,2023-07-24 14:58:28,1,baseline_ec,right hemisphere,0.04791794151310761
11.0,1.0,m_11_01,2023-07-24 16:03:20,1,baseline_eo,"left central, occipital parietal",0.018736055423733595
11.0,1.0,m_11_01,2023-07-24 16:03:20,1,baseline_eo,"right central, occipital parietal",0.02536144076385699
11.0,1.0,m_11_01,2023-07-24 16:03:20,1,baseline_eo,left hemisphere,0.017644006367452558
11.0,1.0,m_11_01,2023-07-24 16:03:20,1,baseline_eo,right hemisphere,0.024676630611769362
11.0,1.0,m_11_01,2023-07-24 16:03:20,1,baseline_ec,"left central, occipital parietal",0.028567551997154873
11.0,1.0,m_11_01,2023-07-24 16:03:20,1,baseline_ec,"right central, occipital parietal",0.04790247206258951
11.0,1.0,m_11_01,2023-07-24 16:03:20,1,baseline_ec,left hemisphere,0.02713079706779064
11.0,1.0,m_11_01,2023-07-24 16:03:20,1,baseline_ec,right hemisphere,0.046541280624375965
12.0,2.0,m_12_02,2023-07-24 11:00:06,1,baseline_eo,"left central, occipital parietal",0.03106350049810432
12.0,2.0,m_12_02,2023-07-24 11:00:06,1,baseline_eo,"right central, occipital parietal",0.030819265588987795
12.0,2.0,m_12_02,2023-07-24 11:00:06,1,baseline_eo,left hemisphere,0.03532216690129841
12.0,2.0,m_12_02,2023-07-24 11:00:06,1,baseline_eo,right hemisphere,0.03005574393900205
12.0,2.0,m_12_02,2023-07-24 11:00:06,1,baseline_ec,"left central, occipital parietal",0.2657432590944306
12.0,2.0,m_12_02,2023-07-24 11:00:06,1,baseline_ec,"right central, occipital parietal",0.19657008499291803
12.0,2.0,m_12_02,2023-07-24 11:00:06,1,baseline_ec,left hemisphere,0.2760064393260571
12.0,2.0,m_12_02,2023-07-24 11:00:06,1,baseline_ec,right hemisphere,0.2050313941581666
12.0,1.0,m_12_01,2023-07-24 11:48:59,1,baseline_eo,"left central, occipital parietal",0.010870171029138332
12.0,1.0,m_12_01,2023-07-24 11:48:59,1,baseline_eo,"right central, occipital parietal",0.007355674330079461
12.0,1.0,m_12_01,2023-07-24 11:48:59,1,baseline_eo,left hemisphere,0.008862550853635246
12.0,1.0,m_12_01,2023-07-24 11:48:59,1,baseline_eo,right hemisphere,0.0076030170951014876
12.0,1.0,m_12_01,2023-07-24 11:48:59,1,baseline_ec,"left central, occipital parietal",0.08829776269309454
12.0,1.0,m_12_01,2023-07-24 11:48:59,1,baseline_ec,"right central, occipital parietal",0.12090724871104601
12.0,1.0,m_12_01,2023-07-24 11:48:59,1,baseline_ec,left hemisphere,0.0926170996805556
12.0,1.0,m_12_01,2023-07-24 11:48:59,1,baseline_ec,right hemisphere,0.13219579200451045
13.0,1.0,m_13_01,2023-07-24 11:13:46,1,baseline_eo,"left central, occipital parietal",0.05641055750445578
13.0,1.0,m_13_01,2023-07-24 11:13:46,1,baseline_eo,"right central, occipital parietal",0.08382592302045762
13.0,1.0,m_13_01,2023-07-24 11:13:46,1,baseline_eo,left hemisphere,0.06023693660814687
13.0,1.0,m_13_01,2023-07-24 11:13:46,1,baseline_eo,right hemisphere,0.07677567142197665
13.0,1.0,m_13_01,2023-07-24 11:13:46,1,baseline_ec,"left central, occipital parietal",0.06320528284365827
13.0,1.0,m_13_01,2023-07-24 11:13:46,1,baseline_ec,"right central, occipital parietal",0.03368499733782698
13.0,1.0,m_13_01,2023-07-24 11:13:46,1,baseline_ec,left hemisphere,0.06832147336803222
13.0,1.0,m_13_01,2023-07-24 11:13:46,1,baseline_ec,right hemisphere,0.03815050442790989
13.0,2.0,m_13_02,2023-07-24 17:40:01,1,baseline_eo,"left central, occipital parietal",0.06384908011957402
13.0,2.0,m_13_02,2023-07-24 17:40:01,1,baseline_eo,"right central, occipital parietal",0.11023996630663416
13.0,2.0,m_13_02,2023-07-24 17:40:01,1,baseline_eo,left hemisphere,0.061014783379533255
13.0,2.0,m_13_02,2023-07-24 17:40:01,1,baseline_eo,right hemisphere,0.1154691134166931
13.0,2.0,m_13_02,2023-07-24 17:40:01,1,baseline_ec,"left central, occipital parietal",0.021208699314464282
13.0,2.0,m_13_02,2023-07-24 17:40:01,1,baseline_ec,"right central, occipital parietal",0.016912376937486373
13.0,2.0,m_13_02,2023-07-24 17:40:01,1,baseline_ec,left hemisphere,0.02383682166744586
13.0,2.0,m_13_02,2023-07-24 17:40:01,1,baseline_ec,right hemisphere,0.020668520317290523
14.0,1.0,m_14_01,2023-07-24 15:36:20,1,baseline_eo,"left central, occipital parietal",0.03972185288365439
14.0,1.0,m_14_01,2023-07-24 15:36:20,1,baseline_eo,"right central, occipital parietal",0.02857781185178778
14.0,1.0,m_14_01,2023-07-24 15:36:20,1,baseline_eo,left hemisphere,0.046179465103903604
14.0,1.0,m_14_01,2023-07-24 15:36:20,1,baseline_eo,right hemisphere,0.02847266018869938
14.0,1.0,m_14_01,2023-07-24 15:36:20,1,baseline_ec,"left central, occipital parietal",0.07505206654770477
14.0,1.0,m_14_01,2023-07-24 15:36:20,1,baseline_ec,"right central, occipital parietal",0.04830283763276399
14.0,1.0,m_14_01,2023-07-24 15:36:20,1,baseline_ec,left hemisphere,0.07642408833412233
14.0,1.0,m_14_01,2023-07-24 15:36:20,1,baseline_ec,right hemisphere,0.05274304260661338
14.0,2.0,m_14_02,2023-07-24 15:29:50,1,baseline_eo,"left central, occipital parietal",0.021934056336380087
14.0,2.0,m_14_02,2023-07-24 15:29:50,1,baseline_eo,"right central, occipital parietal",0.024675579876310815
14.0,2.0,m_14_02,2023-07-24 15:29:50,1,baseline_eo,left hemisphere,0.0238726271889975
14.0,2.0,m_14_02,2023-07-24 15:29:50,1,baseline_eo,right hemisphere,0.026907513367370395
14.0,2.0,m_14_02,2023-07-24 15:29:50,1,baseline_ec,"left central, occipital parietal",0.10738387688278375
14.0,2.0,m_14_02,2023-07-24 15:29:50,1,baseline_ec,"right central, occipital parietal",0.0391959150098198
14.0,2.0,m_14_02,2023-07-24 15:29:50,1,baseline_ec,left hemisphere,0.10212777632805568
14.0,2.0,m_14_02,2023-07-24 15:29:50,1,baseline_ec,right hemisphere,0.031167236999965285
15.0,1.0,m_15_01,2023-07-24 18:30:39,1,baseline_eo,"left central, occipital parietal",0.0275033209061528
15.0,1.0,m_15_01,2023-07-24 18:30:39,1,baseline_eo,"right central, occipital parietal",0.02920376352207099
15.0,1.0,m_15_01,2023-07-24 18:30:39,1,baseline_eo,left hemisphere,0.024261814715920343
15.0,1.0,m_15_01,2023-07-24 18:30:39,1,baseline_eo,right hemisphere,0.028741011662264063
15.0,1.0,m_15_01,2023-07-24 18:30:39,1,baseline_ec,"left central, occipital parietal",0.041920288909580695
15.0,1.0,m_15_01,2023-07-24 18:30:39,1,baseline_ec,"right central, occipital parietal",0.05041238078801933
15.0,1.0,m_15_01,2023-07-24 18:30:39,1,baseline_ec,left hemisphere,0.033762559733213335
15.0,1.0,m_15_01,2023-07-24 18:30:39,1,baseline_ec,right hemisphere,0.05388866232169918
15.0,2.0,m_15_02,2023-07-24 17:06:37,1,baseline_eo,"left central, occipital parietal",0.026507855310505375
15.0,2.0,m_15_02,2023-07-24 17:06:37,1,baseline_eo,"right central, occipital parietal",0.03946093520971636
15.0,2.0,m_15_02,2023-07-24 17:06:37,1,baseline_eo,left hemisphere,0.027171918277900754
15.0,2.0,m_15_02,2023-07-24 17:06:37,1,baseline_eo,right hemisphere,0.04094212038153887
15.0,2.0,m_15_02,2023-07-24 17:06:37,1,baseline_ec,"left central, occipital parietal",0.03938260779845716
15.0,2.0,m_15_02,2023-07-24 17:06:37,1,baseline_ec,"right central, occipital parietal",0.05836574529724353
15.0,2.0,m_15_02,2023-07-24 17:06:37,1,baseline_ec,left hemisphere,0.047683171118246985
15.0,2.0,m_15_02,2023-07-24 17:06:37,1,baseline_ec,right hemisphere,0.061772199312571295
16.0,1.0,m_16_01,2023-07-24 11:27:52,1,baseline_eo,"left central, occipital parietal",0.06781005055120759
